pitch_category,zone,did_mean,did_se,soto_mean,anthony_mean,ci_low,ci_high,sig
fastball,Heart,0.021781758520510508,0.028454319331122576,-0.018555967165060316,0.00322579135545019,-0.03398870736848974,0.07755222440951076,FALSE
fastball,Shadow,0.024734714660887804,0.05521104030503289,-0.022556141396828884,0.0021785732640588204,-0.08347892433697665,0.13294835365875227,FALSE
fastball,Chase,0.03575760715266901,0.0973377155259145,-0.013242416642885495,0.02251519050978369,-0.1550243152781234,0.22653952958346144,FALSE
breaking,Heart,0.0018097997084984409,0.049802514421268186,3.257632253260997e-4,0.002135562933824539,-0.0958031285571872,0.09942272797418408,FALSE
breaking,Shadow,-0.0058579252522064414,0.07624098575861459,0.006027982243090883,1.700569908844575e-4,-0.15529025733909102,0.14357440683467815,FALSE
breaking,Chase,-0.009944762154702497,0.10874826149055952,0.01801072718818168,0.008065965033479169,-0.22309135467619914,0.20320183036679415,FALSE
offspeed,Heart,0.030829781185272343,0.06372655506734706,0.01990036666179616,0.050730147847068516,-0.0940742667467279,0.1557338291172726,FALSE
offspeed,Shadow,0.03070669705701449,0.08941874826725128,0.030615148706701397,0.061321845763715806,-0.14455404954679804,0.205967443660827,FALSE
offspeed,Chase,0.012959378437410705,0.11447018847592857,0.04305135492343679,0.05601073336084746,-0.2114021909754093,0.23732094785023072,FALSE
