zone,did_mean,did_se,soto_mean,anthony_mean,ci_low,ci_high,sig
Heart,-0.007437427402688168,0.017063705768996365,0.002328874804508495,-0.005108552598179681,-0.04088229070992105,0.02600743590454471,FALSE
Shadow,-0.044396378246939004,0.09060002804200483,-0.0010687443332817504,-0.04546512258022066,-0.22197243320926846,0.13317967671539044,FALSE
Chase,0.0015828554893803537,0.046201298979525136,-0.0011392495820458331,4.436059073345984e-4,-0.08897169051048892,0.09213740148924962,FALSE
